Region,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Morobe,0.05489032,0.1346852,0.063013552,0.162096931,0.052282862,0.113090104,0.08862012,0.137158941,0.110516076,0.192918413,0.139900114,0.151433099,0.098615373,0.144479879
Morogoro,0.366741102,0.395543654,0.373037209,0.156519507,0.306913842,0.152189153,0.254579235,0.502435025,0.43625468,0.629040902,0.335687905,0.481951311,0.608300786,0.654738135
Morona Santiago,0.119747742,0.128912552,0.062943218,0.087325068,0.058836346,0.103968708,0.120439426,0.09514974,0.125756745,0.091561631,0.153726705,0.22371645,0.280520975,0.099083692
Moroto,0.313902753,0.588567662,0.651348212,0.039237844,0.211884358,0.172646514,0.784756882,0.196189221,0.651348212,0.392378441,0.047085413,0.635653075,0.023542706,0.047085413
Morovis,0.235448198,0.132439611,0.294310247,0.412034346,0.338456784,0.294310247,0.294310247,0.382603321,0.264879222,0.088293074,0.191301661,0.161870636,0.088293074,0.220732685
Moscow City,0.15226983,0.066204274,0.112547266,0.218474104,0.185371967,0.188682181,0.268127309,0.105926838,0.198612822,0.172131112,0.297919233,0.380674575,0.589218038,0.291298805
Moskva,0.254791041,0.327302013,0.746165169,0.382447248,0.357341126,0.294575822,0.47035878,0.159660497,0.148310604,0.362594963,1.273674466,0.717489647,0.655767089,0.398449393
Mostaganem,0,0.021102344,0,0,0.084409377,0.105511721,0.063307033,0.042204689,0.084409377,0.021102344,0.042204689,0.084409377,0,0.211023443
Mosteiros,0.073914747,0.591317974,0.036957373,0,0,0.073914747,0,0,0.11087212,0,0.406531107,0.22174424,0,0.073914747
Mou Houn,75.75757576,0,0,0,0,0,0,0,0,0,37.87878788,0,0,0
Mount Lebanon,0.523456066,0.155348252,0.097936941,0.145216844,0.469421892,0.202628155,0.236399514,0.837529706,0.797004075,0.185742475,0.229645242,0.293810824,0.236399514,0.158725388
Mountain Province,0.05658139,0.102475184,0.106875959,0.105618595,0.293594547,0.206207733,0.21123719,0.071041079,0.240785249,0.614222424,0.089901542,0.263417805,0.122593012,0.110648052
Moxico,0.053511691,0.121471087,0.055013456,0.145806919,0.099360761,0.156871128,0.105358775,0.152284412,0.172576335,0.402210698,0.139175631,0.236292791,0.143264775,0.131965349
Moyen-Cavally,0.415137443,1.722966927,0.585992521,0.216162962,0.120398572,0.687539211,0.390424052,0.895385166,0.515179151,1.04612101,1.522804301,0.91376179,0.63795401,2.009230372
Moyen-Chari,0.126937964,2.154419328,0.081099255,0.264454091,0.017630273,2.591650091,0.021156327,0.849779146,0.267980145,0,0.363183618,3.078245619,0.627637709,0.567694782
Moyen-Como‹_,0.668357929,1.02216436,0.272053764,0.540694055,0.264885471,1.316064348,0.340664562,0.834082022,0.577388885,0.555201313,0.425318682,0.897572611,1.151193623,2.580926608
Moyen-Ogoou‹_,0.050279782,0.128275629,0.109916697,0.036362528,0.093689771,0.130881412,0.079002626,0.072606612,0.040567316,0.040152759,0.107903137,0.066388264,0.249859131,0.210535485
Moyo,0.113494639,0.050442062,0.26762316,0.021017526,0.078465429,0.100884123,0.032226873,0.201768246,0.210175257,0.028023368,0.274629002,0.09527945,0.028023368,0.015412852
Mpigi,0.167841273,0.133399855,0.146982386,0.15231838,0.243030282,0.373519595,0.423968995,0.373519595,0.386617035,0.703381056,1.709943601,0.48120966,1.213211049,1.180709993
Mpumalanga,3.469148776,2.144527645,3.885668531,3.082065045,4.025829297,3.715392447,1.580374902,4.429895349,2.052936321,2.72668165,2.494137051,3.400313763,1.93745653,2.060068896
Mtsamboro,0.214472612,0,0.214472612,0,0.214472612,0.071490871,0.071490871,0,0,0,0,0.214472612,1.072363059,2.28770786
Mtskheta-Mtianeti,0.009843966,0.00885957,0.011484627,0.006890776,0.03412575,0.008203305,0.003937586,0.010828363,0.02526618,0.015422214,0.011484627,0.015094082,0.004265719,0
Mtwara,0.97710642,2.870305779,0.873042063,1.613220217,0.877644053,1.037080743,0.853743395,4.333144835,1.431664284,1.480950114,0.253109457,1.698134358,1.745490321,1.673342991
Mubende,0.203185507,0.117340591,0.183596734,0.27366668,0.32398294,0.416741541,0.809285186,0.533121897,0.198960478,0.680037694,0.947174783,0.384285633,0.538499208,0.61743044
Mudug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mugla,0.399688576,0.504289563,0.375076579,0.36482158,0.432504572,0.934230386,0.57479268,0.567357806,0.378922204,0.295343964,0.417122074,0.502751314,0.339184084,0.256118594
Muharraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mukdahan,0.298111324,0.900609999,0.425985391,0.921007089,0.330275966,0.640939346,0.939050669,0.008629538,1.235592986,1.108503422,1.193229798,3.290207608,0.211031437,0.14199513
Mukono,0.953775681,0.080937226,0.211435132,0.181128241,0.377944756,0.524130935,0.455316465,0.38971096,0.378657859,0.627174363,1.154514263,0.389354409,1.307118372,0.884248108
Mulanje,0.171838657,0.29659823,1.080464981,0.590842506,0.635567636,1.209932463,0.529639697,1.075757073,0.416649895,0.572010872,0.524931788,1.694847029,0.892148645,1.468867426
Mullaitivu,0.021620065,0.014792676,0.028447455,0.066567044,0.114927716,0.176374218,0.221321197,0.116634564,0.230993331,0.180925811,0.436383953,0.347058946,0.329421524,0.473365644
Muramvya,0.621477804,0.152437952,0.433861863,0.105533967,0.797367748,0.211067933,0.433861863,0.656655793,0.140711956,0.445587859,0.445587859,0.257971919,0.574573819,0.504217841
Mures,0.106060905,0.106873633,0.080866361,0.16498363,0.189771811,0.16376454,0.587601797,0.182457266,0.186520902,0.228376355,0.180425448,0.340939079,0.174329994,0.169047267
Murmansk,0.080935935,0.1058471,0.050177238,0.110460905,0.066756514,0.038583575,0.04762528,0.015599054,0.038177966,0.018167912,0.024860464,0.024336552,0.042859372,0.025063268
Murzuq,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mus,0.03641906,0,0.01820953,0,0.01820953,0,0.072838119,0,0,0.01820953,0,0,0.01820953,0
Musandam,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muscat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muyinga,0.251382604,0.141805572,0.061234224,0.096685617,0.11602274,0.029005685,0.145028426,0.148251279,0.038674247,0.148251279,0.01611427,0.087017055,0.112799887,0.087017055
Mwali,0.021151733,0.018507766,0.0158638,0.010575867,0.018507766,0,0.029083633,0.0158638,0.037015533,0.013219833,0.042303466,0.047591399,0.708583056,0.779970155
Mwanza,0.36659906,0.264899604,0.153704928,0.183705237,0.458618856,0.171037093,0.889804682,0.295037246,0.200065101,0.153117466,0.21436436,0.389090488,0.55464946,0.435468614
Mwaro,0.968725463,0.560841058,0.815768811,0.152956652,0.458869956,0,1.121682115,0.815768811,0.254927753,0.917739913,0.254927753,0.254927753,1.47858097,0.305913304
Mykolayiv,0.300432469,0.126560135,0.03311854,0.08043074,0.036666955,0.05914025,0.0709683,0.242475024,0.07806513,0.024838905,0.027204515,0.04021537,0.02129049,0.02602171
Mzimba,0.285552744,0.584178988,0.716290137,0.877988679,1.110559348,0.780969554,1.09060506,1.370653173,0.216056775,0.185093225,1.937630189,1.213083105,0.675693482,0.947484648
n,0.415609468,0.595737464,0.303701237,0.679415737,0.775106759,0.55514702,0.465462373,1.61068822,1.389274307,2.094391002,1.375396421,2.071060981,0.611259198,0.814432702
N.W.F.P.,0.018081841,0.047534738,0.085376117,0.079970206,0.064498115,0.102712315,0.068971972,0.108677459,0.053686292,0.049958077,0.059651435,0.022182878,0.009879769,0.005778733
N'zi-Como‹_,0.560211635,0.284188119,0.121944717,0.310254926,0.356995407,0.087638403,0.097750526,0.813539052,0.623206418,0.529500742,0.371601808,0.433547927,1.002972829,3.335727335
Na‹äma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nabeul,0.091094551,0.113868189,0.314276201,0.095649279,0.113868189,0.050102003,0.227736378,0.059211458,0.423589663,0.145751282,0.792522595,0.163970192,0.218626923,0.446363301
Nagaland,0.941203248,0.592134598,0.546650358,0.751329439,0.676463601,0.537645089,0.379671301,0.499029274,0.553289836,0.367842346,0.514979284,0.848097923,0.894116375,1.225174486
Nagano,0.032413937,0.032791942,0.011434654,0.030807415,0.04375409,0.028822889,0.053582222,0.036855497,0.049896673,0.054243731,0.035248975,0.039218029,0.018427748,0.027310868
Naguabo,0.263667431,0.045855205,0.194884623,0.366841642,0.17195702,0.137565616,0.149029417,0.126101815,0.34391404,0.217812225,0.114638013,0.320986437,0.240739828,0.160493219
Nahouri,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N‹”gr‹Åd,0.328071664,0.347619976,0.174234951,0.197182969,0.215881354,0.314472839,0.200582676,0.167435539,0.179334511,0.167435539,0.11728987,0.404565058,0.250728345,0.267726876
Nairobi,2.330614885,0.036133564,0.072267128,0.108400692,0.162601038,0.162601038,0.433602769,0.072267128,0.072267128,0.487803115,0.397469205,0.325202077,0.289068513,0.144534256
Najran,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nakapiripirit,0.146688623,0.26971779,0.331232374,0.094637821,0.165616187,0.047318911,1.30127004,0.212935097,0.26971779,0.184543751,0.189275642,0.553631253,0.160884296,0.156152405
Nakasongola,0.570866575,0.079120104,0.197299501,0.265402882,0.19629798,0.496754073,0.317481938,0.406617245,0.29344545,0.279424166,0.766163035,0.35654123,1.228865418,0.866315066
Nakhon Nayok,0.031962805,0.040300928,0.059756549,0.030573118,0.048639052,0.065315298,0.055587487,0.043080303,0.108395601,0.068094672,0.043080303,0.087550293,0.031962805,0.015286559
Nakhon Pathom,0.261983565,0.064040427,0.128080854,0.273627279,0.145546425,0.360955134,0.139724568,0.203764995,0.250339851,0.430817418,0.151368282,0.471570417,0.011643714,0.011643714
Nakhon Phanom,0.154967086,0.377650881,0.73967483,4.031748719,1.109512244,2.881866898,2.267207532,0,2.497704794,2.246371621,3.654097838,3.71660557,0.688887297,0.557360611
Nakhon Ratchasima,0.04294528,0.060267745,0.068928978,0.104295679,0.063876592,0.142910342,0.173946427,0.132083801,0.177194389,0.319743847,0.106460987,0.06676367,0.156623961,0.064959247
Nakhon Sawan,0.088929215,0.173876525,0.100874931,0.309261301,0.152639698,0.207059068,0.122111758,0.237587008,0.16989462,0.248205422,0.229623198,0.368989878,0.03849175,0.051764767
Nakhon Si Thammarat,0.448011608,0.660513548,0.654761616,0.800317456,0.786576729,1.241298924,0.588294844,1.207106883,1.269739034,1.735965094,1.003712169,0.911521478,0.711961386,1.010262981
Nalut,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nam Trung B?,0.239759244,0.248577427,0.273840329,0.534000559,0.65550082,0.686149964,0.59467919,0.545488029,0.994929364,0.6996394,0.634289515,2.10892803,1.511245891,1.986760447
Namangan,0.697568972,0.348784486,0.348784486,0.348784486,0,0.348784486,0,0,0,0,0,0,0,0
Namentenga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibe,0.095515199,0.041222349,0.053287427,0.060325389,0.170921936,0.005027116,0.086466391,0.161873127,0.074401313,0.05429285,0.531868847,0.141764664,0.131710433,0.131710433
Nampula,0.183833944,0.416678198,0.253129379,0.492928533,0.508540834,1.054681597,0.544257144,2.390783077,0.623296683,1.608030823,2.022390721,0.60217842,0.870376748,0.818613457
Nan,0.061756851,0.214658295,0.32209392,0.217000796,0.257675136,0.526636869,0.617781463,0.519396411,0.494587193,0.628429196,0.483513551,0.80645929,0.597018384,0.343602341
Nana-Gr‹_bizi,0.095461086,0.074234186,0.014031341,0.110092057,0.067518331,0.379685677,0.023985198,0.009714005,0.181687871,0.026083902,0.046291431,0.278947847,0.116208282,0.265935878
Nana-Mamb‹_r‹_,0.057575171,0.081645907,0.031473863,0.00638784,0.1997575,0.093575517,0.029654809,0.090868088,0.074665817,0.380266871,0.242864847,0.122426557,0.128645184,0.215705949
Nangarhar,0,0.052551599,0.113861798,0.0262758,0.131378998,0.0262758,0.087585999,0.0262758,0.078827399,0.078827399,0.043792999,0.0262758,0,0.0087586
Nanumanga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanumea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naoasaki,0.073702759,0.044636882,0.044982904,0.072318669,0.071972647,0.090311831,0.088581719,0.078201049,0.065398223,0.069550491,0.07681696,0.100692501,0.042214726,0.02214543
Nara,0.058981511,0.046848171,0.041455576,0.140881551,0.073137073,0.074822259,0.05426299,0.096729677,0.070440776,0.082911152,0.071451887,0.141555626,0.016514823,0.012807414
Naranjito,0.340867935,0.170433967,0.213042459,0.298259443,0.191738213,0.276955197,0.10652123,0.191738213,0.276955197,0.10652123,0.170433967,0.170433967,0.042608492,0.149129722
Narathiwat,0.596428214,0.535752043,0.677771377,0.923125676,0.795944182,0.679891069,1.36746602,0.236080648,1.347063989,1.14940275,0.607026672,0.763353924,0.340740419,0.814491483
Nari‹•o,0.47467417,0.258101989,0.092800715,0.445636767,0.090198131,0.306175436,0.166044869,0.201142575,0.298107425,0.149611409,0.10354567,0.289741976,0.094548164,0.087707086
Naryn,0.033918819,0.025439114,0.005653137,0.019785978,0.011306273,0.011306273,0.01695941,0.014132841,0.062184502,0.008479705,0.008479705,0.005653137,0,0
Nassa,0.099976148,0.077612367,0.221734514,0.148245965,0.351775761,0.101509362,0.230123135,0.275538,0.262162027,0.231726841,0.302219454,0.381717498,0.314185575,0.237842076
Nassarawa,0.96453147,0.702246597,1.201433937,0.879923447,0.651481783,3.807361067,0.516108945,3.31663453,1.522944427,1.150669123,2.005210162,0.761472213,1.514483625,1.133747518
Navassa,1.370801919,4.112405757,0,0,57.5736806,0,0,0,0,0,0,7.539410555,0,0
Navoi,0.856337411,0.513802446,0.205520979,0.137013986,0.034253496,0,0.102760489,0.102760489,0.137013986,0.034253496,0.034253496,0.137013986,0,0
Nax‹öivan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nayala,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nayarit,0.046291604,0.048425614,0.044978367,0.048097305,0.112117608,0.070668565,0.077152673,0.064512767,0.052037016,0.067385473,0.039315032,0.113512922,0.184838106,0.104156109
ncesti,0.017765277,0.035530555,0.007106111,0.056848887,0.024871388,0.03908361,0.088826387,0.021318333,0.088826387,0.021318333,0.042636666,0.341093325,0.010659166,0.031977499
nden,0.027371975,0.03549803,0.015824423,0.155678109,0.0829713,0.147552054,0.095374226,0.172357906,0.150118176,0.14370287,0.08596511,0.077839054,0.090241981,0.106494091
Neamt,0.23963024,0.339812561,0.091375084,0.191557405,0.342748306,0.147154251,0.250272318,0.31118904,0.300179994,0.266418919,0.240364176,0.256510777,0.159264202,0.143851538
Nebbi,0.957606657,0.750608854,0.191521331,1.1626699,0.777692679,1.100764015,0.739001501,0.717721353,1.418031675,0.905373566,0.975017687,0.444948548,0.619058849,0.239885304
Nebraska,0.066713362,0.061534699,0.07463367,0.244615661,0.298534679,0.148048831,0.182471707,0.077679942,0.073415161,0.071587398,0.10418251,0.367989686,1.081731271,0.301580951
Neft‹öala,0.126774848,0.095081136,0.031693712,0.031693712,0,0,0.031693712,0,0.031693712,0,0,0.095081136,0.031693712,0.095081136
Negeri Sembilan,4.006929888,4.452779433,1.309861665,1.596377158,2.271403373,1.339156267,1.816979798,1.497597191,3.08129193,0.985834792,2.838003837,4.391153595,1.950055884,2.37750699
Negros Occidental,0.198347799,0.089620451,0.060960103,0.090985229,0.196983021,0.161043855,0.191978833,0.108727349,0.315263818,0.191523907,0.15694952,0.224278589,0.097809121,0.066874143
Negros Oriental,0.197314374,0.196299904,0.176517743,0.159778992,0.270356199,0.249559568,0.352528251,0.150141529,0.461076519,0.227748467,0.16890922,0.164344106,0.109562737,0.106012093
Nei Mongol,0.114325749,0.206904104,0.318419187,0.464812576,0.088063925,0.811208202,0.155248616,0.1230399,0.113251402,0.16082654,0.042702594,0.047672806,0.023125598,0.011253517
Nelson,0.542406937,0.50552535,0.551529591,0.700750144,0.486628424,0.550356678,0.66034982,0.577203345,0.717170921,0.583067909,0.422639523,0.508913765,0.446749394,0.424203407
Nenets,0.036429381,0.023220454,0.014729001,0.027413764,0.011636435,0.010745357,0.013785507,0.010797773,0.008491453,0.004717474,0.005975467,0.018817479,0.006237549,0.000104833
Neuch‹ätel,0.039952548,0.019976274,0.00856126,0.034245041,0.01712252,0.01712252,0.01712252,0.119857643,0.025683781,0.028537534,0.00856126,0.019976274,0.014268767,0.00856126
Neuqu‹_n,0.023854639,0.136135959,0.023443352,0.014943424,0.051959243,0.026185265,0.019056292,0.097612088,0.122426396,0.01316118,0.033451333,0.088837967,0.035233577,0.179183987
Neutral Zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,0.170533873,0.228451038,0.054086664,0.267368921,0.339075887,0.13222887,0.158276272,0.323294225,0.215427337,0.051635144,0.12947091,0.12456787,0.653176911,0.25250658
Nevsehir,0,0.411488766,0.411488766,3.703398897,0,0,0,0,0,0,0.822977533,0,0,0
New Brunswick,0.970302753,0.958084879,0.533593334,1.26930656,1.187138182,0.879193691,1.100960814,0.813268085,0.928574262,0.880116395,0.880720925,1.032346639,1.096824555,0.953996346
New Hampshire,0.330166813,0.305254878,0.163290321,0.307550028,0.377934611,0.367845516,0.367654254,0.464863397,0.316300285,0.3852504,0.216030943,0.345467809,0.354791854,0.270110402
New Ireland,0.069383804,0.085264275,0.085584016,0.077057589,0.117344959,0.134291233,0.197599958,0.288726152,0.129708279,0.252169094,0.402447379,0.227655615,0.20772509,0.38113131
New Jersey,0.180577075,0.149603152,0.052753856,0.192538186,0.12568093,0.142551452,0.382934083,0.101669445,0.082656634,0.128537315,0.051414926,0.125323882,0.093992911,0.077657961
New Mexico,0.163486823,0.580980985,0.333572337,0.754450444,0.26805071,0.735542654,0.137641946,0.292076717,0.061841587,0.159933681,1.072118242,1.142208194,0.787317006,0.264920561
New Providence,2.039324983,1.141050884,1.432383024,2.330657124,3.350319616,2.112158019,1.893658913,3.641651756,2.23354641,0.873996421,0.704052673,0.849718743,0.194221427,0.412720532
New South Wales,0.079477457,0.12238617,0.371739597,0.157100094,0.169971909,0.167853256,0.88573273,0.178646392,0.186697272,0.219380488,0.137528541,0.242821581,0.649067234,0.295188279
New York,0.073353462,0.058070018,0.0408894,0.0928319,0.100962645,0.077100675,0.085396392,0.077029973,0.059271954,0.075132799,0.048136368,0.09858234,0.061121993,0.067119891
Newfoundland and Labrador,0.194495583,0.106816212,0.080750358,0.176192959,0.162927545,0.129116695,0.100124244,0.121567717,0.174292039,0.087784218,0.068155052,0.45368627,0.318160238,0.113749784
ng,0.93491595,0.452924032,0.300406944,0.324280763,0.276749351,0.758007769,0.726768323,1.068410589,1.162626627,2.597273751,3.284101678,1.896679847,0.993576498,0.615800449
Ngaraard,0.129838092,0.421973799,0.032459523,0.129838092,0.227216661,0.064919046,0.259676184,0.162297615,0.032459523,0.097378569,0.064919046,0.032459523,0.064919046,0
Ngarchelong,0.31223655,0.2081577,0,0.10407885,0.10407885,0.10407885,0.31223655,0.2081577,0.10407885,0.2081577,0.31223655,0,0.10407885,0
Ngardmau,0.065546263,0.098319394,0.032773131,0.065546263,0.065546263,0.065546263,0.098319394,0.131092525,0.065546263,0.131092525,0.032773131,0.098319394,0.065546263,0.032773131
Ngatpang,0.068765859,0.103148789,0.03438293,0.137531718,0.068765859,0.137531718,0.550126873,0.275063437,0.103148789,0.103148789,0.103148789,0.068765859,0.03438293,0.03438293
Ngchesar,0.14892846,0.07446423,0.04964282,0.14892846,0.22339269,0.09928564,0.347499739,0.347499739,0.12410705,0.07446423,0.12410705,0.02482141,0.02482141,0
ngerei,0.064020896,0.048015672,0.016005224,0.112036569,0.032010448,0.032010448,0.080026121,0,0.016005224,0.032010448,0,0.064020896,0.016005224,0.032010448
Ngeremlengui,0.145860243,0.194480324,0.064826775,0.081033468,0.113446856,0.113446856,0.259307099,0.178273631,0.064826775,0.064826775,0.113446856,0.097240162,0.016206694,0.064826775
Ngiwal,0.062598593,0.187795778,0.125197186,0,0.250394371,0.062598593,0.125197186,0.125197186,0.125197186,0.062598593,0.062598593,0.125197186,0,0
Ngouni‹_,0.026461517,0.074737385,0.042617258,0.026406845,0.055738671,0.106064759,0.08564456,0.07645957,0.023782562,0.033322923,0.081407436,0.045050186,0.256824334,0.198625397
Ngozi,0.327321994,0.128082519,0.061669361,0.071156955,0.042694173,0.014231391,0.113851128,0.161289098,0.033206579,0.118594925,0.080644549,0.246677445,0.09487594,0.085388346
Niamey,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niari,0.090896169,0.130600155,0.080657733,0.053739777,0.042588052,0.161988414,0.148192962,0.108344773,0.130840493,0.151269299,0.207412465,0.120794328,0.155306993,0.305038123
Nibok,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,0.256482502,0.200725437,0.156119784,0.174705473,0.286219604,0.189574023,0.717407579,0.170988335,0.628196274,0.286219604,0.223028263,0.037171377,0.185856886,0.133816958
Nickerie,0.052431955,0.015925594,0.088938315,0.018865703,0.018375685,0.015435575,0.026705996,0.034546288,0.015435575,0.036996379,0.025235941,0.037731407,0.018620694,0.047531772
Nicosia,0.114148029,0.017412411,0.013542987,0.052237234,0.025151261,0.030955398,0.025151261,0.023216548,0.023216548,0.050302521,0.150907564,0.042563672,0.019347124,0.017412411
Nidwalden,0.031607361,0.00790184,0.00790184,0.102723922,0.086920242,0.102723922,0.118527603,0.055312881,0.094822082,0.071116562,0.047411041,0.023705521,0.039509201,0
Niedersachsen,0.109265752,0.050832328,0.033650685,0.257487121,0.219085751,0.328272326,0.377125202,0.402303832,0.163265204,0.506185475,0.109503287,0.215601916,0.101031232,0.076565205
Nigde,0.095918431,0.071938823,0.119898039,0.383673724,0.071938823,0.047959215,0.143877646,0,0.167857254,0,0.119898039,0.095918431,0,0
Niger,3.566018224,1.776405374,10.11692578,4.701861065,1.261313853,6.227324417,2.106592247,1.730179212,3.988657421,0.713203645,20.96686641,8.228256864,0.455657884,0.112263537
Niigata,0.023847188,0.031383799,0.004049522,0.058718076,0.045332154,0.013160948,0.05410612,0.039257871,0.033633534,0.034420941,0.03205872,0.03892041,0.022497347,0.018222851
Nimba,0.169651718,1.232319392,0.489006159,0.105968385,0.18943021,0.449449176,0.685938556,0.628819636,0.532740497,0.040921018,0.332398015,0.793952992,2.443837267,0.967526308
Nimroz,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ninawa,1.219601434,0,0.243920287,0.243920287,0.243920287,0.487840574,0.731760861,1.219601434,0,0.487840574,0,0.731760861,0,0
Ningxia Hui,0.109501218,0.077056413,0.048667208,0.024333604,0,0.008111201,0.020278003,0.012166802,0.048667208,0.020278003,0,0.020278003,0.004055601,0
Nippes,0.21396923,0.276987565,0.099656902,0.178796206,0.172934035,0.074742676,0.124571127,0.212503688,0.263797681,0.124571127,0.458714857,0.338540358,0.385437723,0.681477343
Nisporeni,0.064494735,0.037621929,0,0.102116663,0.037621929,0.069869296,0.053745612,0.048371051,0.026872806,0.053745612,0.021498245,0.150487715,0.032247367,0.021498245
Nitriansky,0.171134471,0.277256965,0.116639137,0.199816226,0.367126464,0.179738998,0.301158427,0.26769638,0.292553901,0.327928065,0.164442062,0.245707034,0.152013301,0.20364046
Niuas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niutao,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nizhegorod,0.169383179,0.19196921,0.206431983,0.267103316,0.219593106,0.159452075,0.276817479,0.285977235,0.331751913,0.410718654,3.515080608,0.390036889,0.383986629,0.313070831
Njaz‹çdja,0.020716791,0.034959584,0.016832392,0.038843982,0.077687965,0.014242794,0.063445171,0.028485587,0.11005795,0.090635959,0.125595543,0.059560773,1.373782176,0.809249633
Nkhata Bay,0.251751612,0.642069505,0.66230567,0.719241321,0.810475556,0.515850714,1.102699498,1.120191776,0.329266413,0.317604894,0.937380319,1.52285716,1.348963336,2.641676992
Nkhotakota,0.062000799,0.137514593,0.228131146,0.204284684,0.15182247,0.058026389,0.133540183,0.19077169,0.14784806,0.021461815,0.069154738,0.11684766,0.257541781,0.472954814
Nong Bua Lam Phu,0.033832628,0.037591809,0.030073447,0.037591809,0.037591809,0.048869351,0.048869351,0.041350989,0.165403958,0.078942798,0.120293788,0.372158905,0.383436448,0.398473171
Nong Khai,0.617150925,0.572761879,1.499204219,1.802768015,0.703065207,2.239498948,1.073928524,0.840528058,1.141228044,1.466270411,1.466270411,1.179889471,0.515485691,1.071064714
Nonthaburi,0.257722901,0.046858709,0.30458161,0.585733866,0.210864192,0.890315476,0.421728383,0.538875157,0.445157738,1.569766761,0.164005482,0.421728383,0.046858709,0
Noord-Brabant,0.068774094,0.09720072,0.067857107,0.099951684,0.292519148,0.242084812,0.377799025,0.326447702,0.384217941,1.082045752,0.350289388,0.165974815,0.149469032,0.204488307
Noord-Holland,0.085929782,0.053074277,0.048019584,0.070765703,0.068238356,0.055601623,0.111203247,0.093511821,0.133949366,0.29064485,0.29064485,0.098566514,0.05812897,0.063183663
Nord,0.126030759,0.083949372,0.046464713,0.103295975,0.093076943,0.079013015,0.23552017,0.213557204,0.1045582,0.082084798,0.079746659,0.141891331,0.156292772,0.149188786
Nord-Est,0.385965187,0.39901715,0.167810951,0.527672212,0.443766737,0.24985186,0.445631303,0.408339981,0.46614153,0.378506923,0.538859609,0.695483163,0.229341633,0.486651758
Nord-Ouest,0.195867547,0.207544583,0.127511371,0.258773483,0.122842508,0.195705331,0.305876157,0.257455777,0.259252332,0.207466688,0.374518444,0.427107954,0.167556659,0.128097031
Nord-Pas-de-Calais,0.377909322,0.084852821,0.037712365,0.07542473,0.150849459,0.178348059,0.220774469,0.25220144,0.152420808,0.408550619,0.183062104,0.186990476,0.047140456,0.050283153
Nord-TrÎçndelag,0.15165823,0.270420006,0.213325143,0.132589438,0.16280957,0.498799458,0.177417826,0.384052165,0.071814632,0.395203505,0.219235353,0.152773364,0.209087633,0.209422173
NorderÎçerne,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nordland,0.057415081,0.087078023,0.040763798,0.031664736,0.030936811,0.197267665,0.04403946,0.095813123,0.043857479,0.071518627,0.046860169,0.068879899,0.071609618,0.075886177
Nordrhein-Westfalen,0.104123591,0.094181696,0.077315983,0.314678712,0.196174881,0.260264593,2.507842868,1.336918499,0.261241029,1.598159528,0.228219737,0.314589945,0.14815198,0.110159741
Norrbotten,0.274477791,0.430918529,0.244458537,0.539223655,0.438498203,0.450157801,0.187751343,0.648314821,0.286698847,0.494063767,0.27704178,0.408853254,0.331503145,0.319469242
Norte de Santander,0.61823852,0.286207968,0.236327296,0.36714429,0.265015728,0.250474244,0.419110369,0.401130782,0.60668424,0.563736136,0.336764988,0.787889167,0.350122863,0.607247863
North,0,0,0,0,0,0,0.012606303,0.012606303,0.025212605,0.025212605,0.025212605,0.012606303,0,0.037818908
North Abaco,0.057094082,0.128461686,0.014273521,0.142735206,0.028547041,0.185555768,0.057094082,0.071367603,0.042820562,0.071367603,0.028547041,0.057094082,0.042820562,0.071367603
North Andros,0.045738496,0.026480182,0.026480182,0.050553075,0.180546695,0.187768563,0.129993621,0.09869886,0.144437356,0.043331207,0.32979863,0.105920728,0.763110699,0.093884282
North Bank,0.120303646,0.481214586,0.120303646,2.526376574,0,0,0.120303646,1.32334011,0,0.240607293,0.360910939,0.360910939,0.120303646,0.120303646
North Caicos,0.017768301,0,0.017768301,0.088841507,0.177683014,0.053304904,0.746268657,0.408670931,1.368159204,0.248756219,0.035536603,0,0.088841507,0.106609808
North Carolina,1.153317677,1.108001017,0.836522723,1.187286569,1.301446354,1.228088925,1.309036336,1.275141856,0.877771549,1.07991064,1.063738521,1.140035207,1.018818723,1.03362663
