Region,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Chaouia - Ouardigha,0.801561838,0.027450748,0.016470449,0.142743889,0.137253739,0.549014957,0.060391645,0.148234038,0.032940897,0.054901496,0.230586282,0.043921197,0.00549015,0.038431047
Chardzhou,0.200768029,1.387124564,0.492794253,0.401536058,0.36503278,0.18251639,0.237271307,1.168104896,0.127761473,0.127761473,0.109509834,0.091258195,0,0
Chari-Baguirmi,8.609556608,8.609556608,4.304778304,0,4.304778304,0,8.609556608,17.21911322,8.609556608,0,0,12.91433491,0,0
Charlotte,0.052458136,0.041966509,0.052458136,0.14688278,0.125899526,0.031474881,0.14688278,0.209832543,0.209832543,0.566547866,0.283273933,0.157374407,0.083933017,0.062949763
Chatham Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chechnya,0.041040172,0.031587099,0.026975843,0.034584415,0.010375324,0.013833766,0.007839134,0.02005896,0.01337264,0.01498658,0.013142078,0.018906147,0.002997316,0.008530822
Chelyabinsk,0.051545469,0.055152958,0.019390254,0.194284098,0.050712971,0.106004678,0.083943495,0.163828565,0.125637744,0.18880349,0.238094278,0.238302402,0.160359826,0.05206578
Cherkasy,0.08775576,0.188365885,0.107284507,0.235828155,0.185646693,0.172792328,0.205669838,0.434082014,0.211602622,0.242502537,0.328527902,0.339899071,0.300347179,0.236075355
Chernihiv,0.256674563,0.27143276,0.454434403,0.434363255,0.471671977,0.533656405,0.317006072,0.517009159,0.491270863,0.63306762,0.71287995,0.632123095,0.35337027,0.315589285
Chernivtsi,0.36854627,0.518034061,0.350707632,0.455242053,0.435976324,0.56691193,1.371077752,0.755287952,0.458809781,1.058901579,0.776337546,0.987190252,0.522315334,0.583323477
Chhattisgarh,0.09843914,0.076288457,0.048356069,0.08567434,0.090630086,0.089954302,0.078691243,0.07249656,0.08068105,0.050533594,0.265770662,0.125770832,0.057103712,0.052185509
Chhukha,0.004895919,0.02098251,0.024479595,0.045462106,0.055253944,0.025878429,0.007693587,0.039167352,0.023080761,0.258784293,0.029375514,0.014687757,0.016786008,0.028676097
Chiang Mai,0.078785798,0.103803089,0.169893546,0.245941133,0.074118393,0.218123398,0.252102107,0.162736858,0.387083463,0.227084816,0.167093103,0.201694132,0.370840893,0.417141552
Chiang Rai,0.076518159,0.188084203,0.217260192,0.145512949,0.110832057,0.307357113,0.305522145,0.287722957,0.409931815,0.505166646,0.477825625,0.669763261,0.181661816,0.111382548
Chiapas,0.414100677,0.347605923,0.451714289,0.521945632,0.489389833,0.41606187,0.669055728,0.589100999,0.663605677,0.57727191,0.516062054,0.551755761,0.72489811,0.510777155
Chiba,0.083837966,0.062613165,0.066858125,0.103470908,0.063674405,0.152818571,0.097634087,0.142206171,0.13902245,0.063143785,0.039265883,0.159716632,0.037674023,0.034490303
Chiconi,0.146720073,0,0,0,0.146720073,0,0,0,0,0,0,0,0.733600364,0.880320437
Chiesanuova,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chihuahua,0.006095421,0.024251299,0.010528454,0.032204682,0.022588912,0.032954386,0.017275791,0.029368845,0.022230358,0.022360741,0.060986802,0.140259866,0.065517623,0.015548212
Chikwawa,0.063391004,0.163279858,0.203619588,0.720352316,0.303508442,0.169042677,0.436053268,0.85865996,1.077647064,0.712668558,0.549388699,0.774138622,0.443737026,0.666566009
Chimaltenango,0.307107005,0.507526713,0.246142835,0.873311731,0.274338764,0.495333879,0.791772154,0.368833227,0.461041533,0.471710263,0.172985831,0.942658474,0.263670034,0.327682412
Chimborazo,0.336658683,0.130949276,0.071903057,0.19237639,0.222851858,0.163805639,0.167615073,0.099521449,0.222851858,0.125711305,0.103330883,0.227137471,0.142377576,0.095712016
Chimbu,0.031431195,0.05607611,0.035717267,0.109652011,0.0287524,0.098936831,0.043217894,0.114831015,0.071077362,0.093043482,0.027859469,0.080006679,0.066612704,0.163049326
Chin,0.134701876,0.199549062,0.18693641,0.249686703,0.188626443,0.173541335,0.05620924,0.260296354,0.271782318,0.189064599,0.218327205,0.361260167,0.557429164,0.690628789
Chinandega,0.516534437,0.536232784,0.640743459,0.685611917,0.538421489,0.715159438,0.577818184,0.462911159,0.354023073,0.872746215,0.079887741,0.721725553,0.265380511,0.262644629
Chiquimula,1.099331934,0.404651407,0.25095334,0.154566417,0.447200589,0.19798395,0.334315004,0.176275184,0.304791081,0.368180679,0.310869536,0.258768496,0.326499848,0.169328379
Chiradzulu,0.050165043,0.200660172,0.401320344,0.250825215,1.906271634,0.953135817,0.351155301,0.50165043,0.150495129,0.100330086,0.401320344,1.00330086,1.605281376,0.250825215
Chirang,0,0,0.077709974,0.0435934,0.047384131,0.024639748,0.007581461,0.034116574,0.062547052,0.415084984,0.03980267,0.00379073,0.017058287,0.054965592
Chiriqu‹ç,0.302572807,0.582988126,0.316852077,0.212711884,0.371999602,0.470969715,0.423700407,0.685651153,2.098067909,0.158549136,0.449797004,0.547043757,0.179968041,0.339501953
Chirongui,0.077768964,0,0.038884482,0,0.077768964,0.038884482,0,0.077768964,0.038884482,0.038884482,0,0.311075856,0.58326723,2.410837883
Chisinau,0.032735046,0.016367523,0,0.049102569,0.016367523,0.049102569,0,0.016367523,0,0.081837615,0,0.049102569,0,0
Chita,0.253509503,0.340880193,1.568501899,1.442354278,0.363773667,0.716226693,0.746293644,1.82357593,0.449416371,0.368009567,0.280349323,0.797983765,0.04924292,0.405207961
Chitipa,0.070138835,0.097025389,0.475775098,0.144953593,0.337835389,0.196388738,0.202233641,0.154305437,0.234965098,0.291076166,0.284062282,0.324976603,1.143263013,0.87790442
Chittagong,0.298866734,0.249133563,0.153954564,0.221460717,0.220993007,0.460850321,0.226137818,0.298866734,0.368633486,0.286550369,0.263086914,0.377286122,0.464358146,0.673034789
Chlef,0.354752406,0.279501895,0.107500729,0.188126276,0.851943277,0.795505395,0.556316273,0.419252843,0.556316273,0.252626713,1.531885388,0.997069261,1.494260133,0.430002916
Choc‹”,0.055687466,0.046451942,0.024071799,0.133412172,0.067871956,0.059733723,0.095967152,0.093932593,0.129160173,0.13656688,0.08037649,0.122324971,0.061814001,0.063688538
Choiseul,0.046463287,0.038204242,0.038822438,0.048595795,0.149170145,0.048442978,0.058070447,0.095510604,0.097511082,0.127317319,0.093530912,0.155130007,0.09321835,0.15007319
Choluteca,0.701550028,0.37829361,0.39501377,0.606105784,0.366450164,0.796297599,0.545495206,0.324649765,0.335099865,0.486974647,0.096837591,0.423577376,0.189495142,0.107984364
Chon Buri,0.135637834,0.28525895,0.274072325,0.604077777,0.4167018,1.054339453,1.037559515,0.514584773,1.022177905,0.532763039,0.70196075,0.465643286,0.423693441,0.739715611
Chongqing,0.007463694,0.021427137,0.017709061,0.019912365,0.026742609,0.023052074,0.023823231,0.044616918,0.040210309,0.045608405,0.03770405,0.022391083,0.040926382,0.032471201
Chontales,0.822505371,0.532003474,0.522903415,0.268101751,1.494159757,0.089600585,1.372358962,0.625104082,0.621604059,2.093013667,0.429452804,0.144550944,0.169751108,0.190401243
Christ Church,0,0,2.772387025,0,0,0,0,0,0,0,0,5.54477405,0,0
Christ Church Nichola Town,0.096641701,0.096641701,0,0.773133607,0.289925103,0.096641701,0,0,0.096641701,0.193283402,0.289925103,0.096641701,0,0
Chubut,0.094649333,0.143235991,0.084805802,0.058051591,0.062973356,0.130994677,0.050858242,0.172892782,0.047577065,0.021832446,0.056411003,0.320040945,0.212266904,0.058051591
Chukot,0.370790175,0.487795617,0.284533185,1.31504634,0.115954422,0.105664201,0.09591171,0.232153268,0.036712382,0.092196476,0.346250073,0.100849061,0.091805399,0.002004271
Chumphon,0.259775286,0.319810235,0.379168098,0.570106319,1.228685195,0.620887761,0.784516851,0.330192219,1.144726545,0.93956952,0.71116588,0.754725072,0.72651316,0.778648774
Chungcheongbuk-do,0.13081578,0.052524518,0.068628733,0.217530786,0.097616321,0.140230552,0.158316825,0.279717833,0.430849701,0.388235469,0.273771662,0.366432839,0.169961412,0.259153989
Chungcheongnam-do,0.189892454,0.272269425,0.1268528,0.314811522,0.262987513,0.499676274,0.317132001,0.460228147,0.572771333,0.606805011,0.530615981,0.498516035,0.418072796,0.394094523
Chuquisaca,0.148681514,0.108591886,0.121111991,0.080727275,0.13181942,0.043335582,0.058553622,0.150409879,0.09864325,0.057626206,0.338337917,0.085153575,0.137426067,0.081907622
Chuuk,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chuvash,0.075600703,0.146701364,0.116251081,0.091500851,0.111451036,0.091050846,0.218552031,0.092100856,0.300002789,0.152101414,1.803916767,0.142201322,0.128251192,0.152551418
Chuy,0.248966192,0.068507476,0.002784857,0.037874052,0.013924284,0.008911542,0.026734625,0.021164911,0.02060794,0.090229358,0.046228622,0.012810341,0.011139427,0.004455771
Ciales,0.077898,0.077898,0.0843895,0.0843895,0.064915,0.0714065,0.0584235,0.129830001,0.103864,0.038949,0.090881,0.025966,0.0194745,0.025966
Cibitoke,0.151657538,0.134124875,0.212145227,0.139384674,0.12185201,0.037695226,0.268249749,0.214775126,0.092046483,0.21039196,0.195489196,0.066624121,0.239320855,0.188476131
Cidra,0.084459638,0.105574547,0.168919276,0.126689457,0.190034185,0.38006837,0.253378913,0.422298189,0.190034185,0.084459638,0.126689457,0.105574547,0.021114909,0.084459638
Ciego de _”‚vila,0.157713078,0.133192317,0.084150794,0.322670926,0.146567277,0.091952855,0.117030906,0.113129876,0.370597869,0.121489226,0.220686851,0.149353727,0.231275362,0.073562284
Cienfuegos,0.167053031,0.118553764,0.075443304,0.441882212,0.491151309,0.458048634,0.46805642,0.200155706,0.401851071,0.292535262,0.625871495,0.184759113,0.128561549,0.174751328
Cimislia,0.054222113,0.010844423,0.021688845,0.054222113,0.010844423,0.021688845,0.054222113,0.054222113,0.021688845,0.021688845,0,2.027907037,0.032533268,0
City of Freeport,0,0.888209902,0,0.532925941,0,0.355283961,0.532925941,0.710567921,0,0.888209902,0.17764198,0,1.243493862,1.243493862
City of St. Petersburg,0.121888293,0.13585466,0.083798202,0.213304514,0.18156277,0.288215027,1.164287136,0.401215633,0.694509339,0.314878091,0.398676293,0.693239669,0.140933339,0.186641449
Ciudad de Buenos Aires,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciudad de la Habana,0.161993045,0.33871273,0.397619291,1.170767913,1.686200328,0.441799213,0.581702297,0.70687874,0.964594947,0.287169488,0.323986089,0.184083005,0.080996522,0.00736332
Clare,0.282271243,0.214619458,0,0.237947659,1.395026474,0.723174259,0.60886607,1.327374688,0.835149628,0.198289716,0.198289716,0.872474751,0.741836821,0.643858373
Clarendon,0.082992791,0.14375537,0.174877667,1.010733636,3.178920305,0.407553885,0.06817265,0.133381272,0.317151023,0.339381235,0.201553921,0.165985582,0.096330918,0.468316465
Clipperton island,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluj,0.39316495,0.108822442,0.86311993,0.41773776,0.355428136,0.185173671,2.637189008,0.244411693,0.334365728,0.443188169,0.267668102,1.175545649,0.155335259,0.169815665
Coahuila,0.181791974,0.19050597,0.115235078,0.060397003,0.048227458,0.126052452,0.056490729,0.141377064,0.077975235,0.161960123,0.456733555,0.156551436,0.037860808,0.016676784
Coamo,0.433637702,1.079842904,0.280589101,0.187059401,0.153048601,0.0765243,0.178556701,0.221070201,0.1275405,0.0425135,0.331605301,0.0255081,0.144545901,0.0680216
Coast,0.359146338,0.409393103,0.355436846,0.733130648,0.403154411,0.87510305,0.460145708,0.976102419,1.239139174,1.132575566,0.42608582,0.827891325,0.434347872,1.011679827
Cochabamba,0.438835783,0.408068967,0.395210109,0.535458843,0.349622913,0.391831934,0.368003089,0.585223351,0.460921054,0.465861181,0.521001709,0.339960607,0.391722961,0.502657857
Cocl‹_,0.742746726,0.520848827,0.382672004,0.634205683,0.380819768,0.405639733,0.575304572,0.880923549,0.397489894,0.624944502,0.641244181,0.632723895,0.252645021,0.128174747
Coco Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coimbra,0.81038357,1.192460387,0.321343373,0.847095577,3.176721723,2.046807719,1.72591758,1.891801465,2.462877135,2.223569236,1.630285067,3.282778633,2.323280861,2.49052445
Cojedes,0.202902454,0.33805979,0.114517546,0.326741195,0.244182034,0.238689187,0.197409606,0.366522726,0.339224939,0.194579958,0.2103927,0.149472029,0.148972679,0.224540944
Col‹”n,0.654070803,0.620302596,0.517560538,0.694083904,0.625800338,0.595263293,0.637781232,0.936229765,0.821674963,0.751475134,0.53928687,0.808306968,0.781511532,0.797055141
Colima,0.29751753,0.047562326,0.047562326,0.046887683,0.064765721,0.059031256,0.144036264,0.053296791,0.06678965,0.066452328,0.064428399,0.088715545,0.095799295,0.04621304
Collines,4.160729398,0.918250699,1.916283836,0.200208759,1.181683277,0.648796806,2.685506963,0.079782438,3.584188385,0.204724746,0.132468953,0.806856352,0.864058855,0.579551671
Colombo,0.087728682,0.138667916,0.076408852,0.135837959,0.282995748,0.786728179,0.441473366,0.393364089,0.32544511,0.195267066,0.472602899,0.489582644,0.266016003,0.3594046
Colonia,0.226090406,0.746524926,0.62494801,0.915026267,0.795582279,1.126186175,0.868101843,0.985412903,1.493049853,0.682537076,1.207237453,1.377871721,1.723406116,1.702076832
Colorado,0.292294168,0.936815583,0.260422,0.341358879,0.473266099,0.198415765,1.302821994,0.501934297,0.150607512,0.469936483,0.217932756,0.58766666,0.470271539,0.153308899
Comayagua,0.245289902,0.437202252,0.26102548,0.398943199,0.193763595,0.345874188,0.600420313,0.181421965,0.557224607,0.343097322,1.077732864,0.393698006,0.543648813,0.389378435
Comer‹ço,0.073868201,0.05540115,0.147736401,0.258538702,0.073868201,0.092335251,0.01846705,0.0369341,0.110802301,0.05540115,0.110802301,0.05540115,0.01846705,0.092335251
Commewijne,0.02939888,0.024499066,0.037728562,0.138664716,0.256260234,0.123965276,0.087216676,0.161203857,0.08476677,0.054877909,0.073007218,0.183253016,0.088196639,0.241560794
Compostela Valley,0.487966045,0.201040906,0.157132246,0.544301683,0.377504009,0.456208209,0.405395673,0.197174735,0.399872571,0.62714821,0.317302199,0.682931539,0.678789212,1.368072318
Comunidad de Madrid,0.276072905,0.213406049,0.519118684,0.571623347,0.204937555,0.39717237,0.292163044,0.050810964,0.326883869,0.422577852,0.021171235,0.134649055,0.551298961,0.078756994
Comunidad Foral de Navarra,0.157555721,0.072617196,0.140515585,0.118756642,0.137894025,0.195568332,0.175382325,0.25062108,0.170401362,0.194257553,0.154672006,0.12399976,0.216540808,0.221521771
Comunidad Valenciana,0.292837509,0.094866371,0.09960969,0.182243292,0.212450742,0.217443709,0.311810783,0.192229226,0.183741182,0.159525293,0.149789007,3.16229559,0.088125866,0.070650482
Conarky,0.040326429,0.013442143,0,0.013442143,0.053768572,0.053768572,0.107537144,0.053768572,0.013442143,0.013442143,0.013442143,0.094095001,0.026884286,0
Concepci‹”n,0.589726328,1.082614414,0.83069818,1.582635893,0.888840212,0.805096142,1.405375982,0.722329249,0.564612879,0.736693751,0.820437821,0.666923312,0.892748921,0.55777264
Connecticut,0.081634983,0.102792216,0.067164234,0.111574463,0.12384965,0.135426249,0.100197461,0.094708556,0.060278154,0.09450896,0.049899134,0.077343658,0.058581583,0.065068471
Constanta,0.068378206,0.198622407,0.094427046,0.100939256,0.097683151,0.042329365,0.166061357,0.185597987,0.166061357,0.280025033,0.123731991,0.332122713,0.159549147,0.126988096
Constantine,0.084572461,0.253717383,2.063568044,0.169144922,0.372118828,0.727323163,0.676579687,0.524349257,2.757062223,0.118401445,0.693494179,2.334199919,0.575092734,0.676579687
Cop‹Ån,0.477998321,0.791763476,0.13609091,0.283942764,0.342327444,0.183554716,0.434734853,0.216317342,0.259580811,0.453216334,0.414153203,0.482198658,0.546043776,0.420453708
Copenhagen,0.231035852,0.069848048,0.021491707,0.214917072,0.322375607,0.193425364,0.064475121,0.531919752,0.225662925,0.182679511,0.193425364,0.225662925,0.214917072,0.155814877
Copperbelt,0.330886803,0.411580041,0.313471708,0.035077563,0.26919185,0.117898213,0.044131434,0.173606727,0.385704772,2.631608841,0.397133428,2.244518777,0.709813541,1.153799511
Coquimbo,0.111775334,0.111775334,0.059175177,0.18410055,0.138075413,0.230125688,0.243275727,0.269575806,0.144650433,0.151225452,0.124925374,0.19725059,0.124925374,0.111775334
Coral Sea Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cordillera,0.142503524,0.236857394,0.266525363,0.463501224,0.344342987,0.367688274,0.35309747,0.409028887,0.283547968,0.195516781,0.411460688,0.522837162,0.313702297,0.444046818
Cork,0.565904884,0.489388168,0.058981636,0.977182237,1.698511702,1.049713708,0.581048818,1.629168427,0.887912734,0.345919324,0.348310471,0.659159633,0.498952757,0.74444389
Coronie,0.004281226,0.005059631,0.015568094,0.005059631,0.009340857,0.002724417,0.006227238,0.021016927,0.012065273,0.006227238,0.005838035,0.017903309,0.007394845,0.003113619
Corozal,0.534819191,0.312239888,0.308350982,0.334283845,0.411057381,0.247885682,0.547836517,0.483592119,0.616620646,0.332729943,0.533334437,1.390038614,0.808100871,1.125523293
Corrientes,0.379145865,0.334451427,0.41587338,0.629625924,0.583577109,0.69216627,0.711047877,0.826727599,0.701248562,0.655518424,0.835013199,1.336291994,0.941530959,0.647392162
Corse,0.246919142,0.152596777,0.397087818,0.339186961,0.168472819,0.216848051,0.113000061,0.129249657,0.200785233,0.37486136,0.241689387,0.168286042,0.127755441,0.130930649
Cort‹_s,0.265937879,0.540151053,0.226442154,0.355085372,0.258414884,0.240735845,0.881318883,0.380663555,0.670675019,0.288506865,0.665408922,0.387810401,0.738005826,0.440095217
Cotopaxi,0.482789383,0.298398298,0.095678078,0.422669825,0.286301069,0.361083935,0.109241637,0.090179338,0.309395778,0.277136502,0.160196629,0.667547052,0.20968529,0.156897385
Couva/Tabaquite/Talparo,0.833543033,0.148686055,0.085607122,0.126157864,0.662328789,0.367209498,0.401001784,0.346934127,0.416771517,1.561203573,0.096871217,0.168961426,0.148686055,0.254568548
Cova Lima,0.132433415,0.422213463,0.182259849,0.658233412,0.157346632,0.670034409,0.393366581,0.322560596,0.330427928,0.106208977,0.29109127,0.573003986,0.062938653,0.344851369
Covasna,0.083098771,0.261427522,0.081885651,0.317231076,0.272345608,0.212902692,0.171656586,0.289935859,0.168623784,0.169836905,0.259607841,0.263247203,0.201984605,0.225033899
Crimea,0.012698569,0.009337183,0.019794828,0.018674366,0.009337183,0.018300878,0.067974691,0.143419129,0.01942134,0.009337183,0.046685914,0.017927391,0.023529701,0.004481848
Criuleni,0.016160676,0,0.032321352,0.064642704,0,0.016160676,0.016160676,0.016160676,0.064642704,0,0.032321352,0.048482028,0.08080338,0.08080338
Crooked Island,0,0,0.00794314,0,0.01588628,0,0.055601979,0.00794314,0.023829419,0,0.01588628,0.055601979,0.023829419,0.00794314
Cross River,0.231423056,0.322647256,0.137508811,0.029986099,0.061000744,0.152857896,0.067251145,0.138616477,0.11005452,0.262991535,0.154994108,0.130546339,0.368219796,0.828138505
Crozet Archipelago,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Csongr‹Åd,0.702524612,0.575089915,0.336558303,0.872437541,0.653511267,0.633905929,0.480330781,0.780945964,0.594695253,0.800551302,0.42804988,0.794016189,0.738467732,1.176320281
Cuando Cubango,0.273439605,0.242382267,0.083930768,0.376696814,0.123722982,0.352939638,0.321122746,0.125495275,0.350449987,0.201914893,0.464636341,0.371548722,0.25601205,0.218203117
